track,scrobbles,user
Queen - Mustapha,61,JBreidfjord
Royal Blood - Look Like You Know,61,JBreidfjord
Royal Blood - Where Are You Now?,61,JBreidfjord
Simon & Garfunkel - Flowers Never Bend with the Rainfall,61,JBreidfjord
Simon & Garfunkel - The Big Bright Green Pleasure Machine,61,JBreidfjord
The Beach Boys - Wouldn't It Be Nice - Remastered,61,JBreidfjord
The Mamas & the Papas - Dream A Little Dream Of Me - With Introduction,61,JBreidfjord
The Zombies - Changes,61,JBreidfjord
Arcade Fire - Neighborhood #4 (7 Kettles),60,JBreidfjord
Arcade Fire - Porno,60,JBreidfjord
Arcade Fire - Wake Up,60,JBreidfjord
Arctic Monkeys - I Want It All,60,JBreidfjord
Arctic Monkeys - Library Pictures,60,JBreidfjord
Arctic Monkeys - Red Light Indicates Doors Are Secured,60,JBreidfjord
Arctic Monkeys - The View from the Afternoon,60,JBreidfjord
Billy Joel - All About Soul,60,JBreidfjord
Black Sabbath - Rat Salad - Remastered Version,60,JBreidfjord
Blue Öyster Cult - Don't Turn Your Back,60,JBreidfjord
Blue Öyster Cult - Godzilla,60,JBreidfjord
Carly Rae Jepsen - The Sound,60,JBreidfjord
Carly Rae Jepsen - When I Needed You,60,JBreidfjord
Erickson - You're Gonna Miss Me (Mono LP Version),60,JBreidfjord
Led Zeppelin - Over the Hills and Far Away - 1990 Remaster,60,JBreidfjord
Queen - Love of My Life,60,JBreidfjord
Royal Blood - Hole in Your Heart,60,JBreidfjord
Royal Blood - Loose Change,60,JBreidfjord
Simon & Garfunkel - Patterns,60,JBreidfjord
Supertramp - From Now On,60,JBreidfjord
The 1975 - Somebody Else,60,JBreidfjord
ABBA - If It Wasn't for the Nights,59,JBreidfjord
Blue Öyster Cult - In Thee,59,JBreidfjord
Carly Rae Jepsen - Automatically in Love,59,JBreidfjord
Catfish and the Bottlemen - Pacifier,59,JBreidfjord
Greta Van Fleet - Edge of Darkness,59,JBreidfjord
King Gizzard & The Lizard Wizard - Altered Beast II,59,JBreidfjord
King Gizzard & The Lizard Wizard - Anoxia,59,JBreidfjord
King Gizzard & The Lizard Wizard - Muddy Water,59,JBreidfjord
Led Zeppelin - Black Dog,59,JBreidfjord
Led Zeppelin - Rock and Roll,59,JBreidfjord
Love - A House Is Not a Motel,59,JBreidfjord
Queen - '39,59,JBreidfjord
Queen - Dead On Time,59,JBreidfjord
Queen - Don't Stop Me Now,59,JBreidfjord
Queen - Under Pressure,59,JBreidfjord
Queens of the Stone Age - River in the Road,59,JBreidfjord
Royal Blood - I Only Lie When I Love You,59,JBreidfjord
Rush - Middletown Dreams,59,JBreidfjord
ABBA - Lay All Your Love on Me,58,JBreidfjord
ABBA - Summer Night City,58,JBreidfjord
Arcade Fire - Flashbulb Eyes,58,JBreidfjord
Arctic Monkeys - Arabella,58,JBreidfjord
"Arctic Monkeys - If You Were There, Beware",58,JBreidfjord
King Gizzard & The Lizard Wizard - Altered Beast IV,58,JBreidfjord
King Gizzard & The Lizard Wizard - The Spider and Me,58,JBreidfjord
Royal Blood - How Did We Get So Dark?,58,JBreidfjord
Talking Heads - Once in a Lifetime - 2005 Remaster,58,JBreidfjord
Tom Petty and The Heartbreakers - American Girl,58,JBreidfjord
Tom Petty and The Heartbreakers - I Need To Know,58,JBreidfjord
twenty one pilots - Trees,58,JBreidfjord
ABBA - I've Been Waiting for You,57,JBreidfjord
ABBA - Mamma Mia,57,JBreidfjord
ABBA - Thank You for the Music,57,JBreidfjord
Alex Cameron - Studmuffin96,57,JBreidfjord
Anderson Bruford Wakeman Howe - Brother Of Mine,57,JBreidfjord
Arcade Fire - Haiti,57,JBreidfjord
Arcade Fire - You Already Know,57,JBreidfjord
Arctic Monkeys - When the Sun Goes Down,57,JBreidfjord
Billy Joel - Goodnight Saigon,57,JBreidfjord
Blue Öyster Cult - Fire of Unknown Origin,57,JBreidfjord
Carly Rae Jepsen - Cry,57,JBreidfjord
Carly Rae Jepsen - Feels Right,57,JBreidfjord
Carly Rae Jepsen - First Time,57,JBreidfjord
Carly Rae Jepsen - Higher,57,JBreidfjord
King Gizzard & The Lizard Wizard - Deserted Dunes Welcome Weary Feet,57,JBreidfjord
King Gizzard & The Lizard Wizard - Open Water,57,JBreidfjord
Levitation Room - Warmth Of The Sun,57,JBreidfjord
Queen - Bicycle Race,57,JBreidfjord
Queen - Delilah,57,JBreidfjord
Queen - Love Of My Life - Remastered 2011,57,JBreidfjord
Queen - The Millionaire Waltz - Remastered 2011,57,JBreidfjord
Queens of the Stone Age - Villains of Circumstance,57,JBreidfjord
Royal Blood - Better Strangers,57,JBreidfjord
Supertramp - Dreamer,57,JBreidfjord
Supertramp - School,57,JBreidfjord
The Beatles - Eight Days A Week - Remastered 2015,57,JBreidfjord
"The Mamas & the Papas - Monday, Monday - Single Version",57,JBreidfjord
The Smiths - You've Got Everything Now - 2011 Remaster,57,JBreidfjord
Yes - Sweetness - Remastered,57,JBreidfjord
a-ha - Here I Stand and Face the Rain,56,JBreidfjord
ABBA - I Have a Dream,56,JBreidfjord
"ABBA - Money, Money, Money",56,JBreidfjord
ABBA - Ring Ring - English Version,56,JBreidfjord
Arctic Monkeys - All My Own Stunts,56,JBreidfjord
Billy Joel - The Downeaster 'Alexa',56,JBreidfjord
Foo Fighters - Rope,56,JBreidfjord
Greta Van Fleet - Flower Power,56,JBreidfjord
King Gizzard & The Lizard Wizard - Bone,56,JBreidfjord
King Gizzard & The Lizard Wizard - Down The Sink,56,JBreidfjord
Led Zeppelin - Bron-Y-Aur Stomp,56,JBreidfjord
Led Zeppelin - Living Loving Maid (She's Just a Woman),56,JBreidfjord
Led Zeppelin - Living Loving Maid (She's Just a Woman) - 1993 Remaster,56,JBreidfjord
Queen - A Kind of Magic,56,JBreidfjord
Royal Blood - Blood Hands,56,JBreidfjord
The Beach Boys - Hang on to Your Ego,56,JBreidfjord
Tom Petty and The Heartbreakers - Something In The Air,56,JBreidfjord
Vinyl Theatre - Breaking up My Bones,56,JBreidfjord
Yes - It's Over - Previously Unissued,56,JBreidfjord
ABBA - Chiquitita,55,JBreidfjord
ABBA - On and On and On,55,JBreidfjord
Arcade Fire - Everything Now (continued),55,JBreidfjord
Arcade Fire - Neighborhood #1 (Tunnels),55,JBreidfjord
Arctic Monkeys - Love Is a Laserquest,55,JBreidfjord
Arctic Monkeys - Only Ones Who Know,55,JBreidfjord
Blue Öyster Cult - Dr. Music,55,JBreidfjord
Carly Rae Jepsen - All That,55,JBreidfjord
Carly Rae Jepsen - Real Love,55,JBreidfjord
Greta Van Fleet - Highway Tune,55,JBreidfjord
King Crimson - I Talk to the Wind,55,JBreidfjord
King Gizzard & The Lizard Wizard - Crumbling Castle,55,JBreidfjord
King Gizzard & The Lizard Wizard - Time = $$$,55,JBreidfjord
LCD Soundsystem - oh baby,55,JBreidfjord
Led Zeppelin - Gallows Pole,55,JBreidfjord
Queen - Innuendo,55,JBreidfjord
Queens of the Stone Age - Little Sister,55,JBreidfjord
Simon & Garfunkel - Homeward Bound,55,JBreidfjord
Supertramp - Lord Is It Mine,55,JBreidfjord
The Beatles - Can't Buy Me Love - Remastered 2015,55,JBreidfjord
The Standells - My Little Red Book,55,JBreidfjord
Yes - Dear Father - Remastered Early Version #1 Previously Unissued,55,JBreidfjord
Yes - Then - 2013 Remaster,55,JBreidfjord
Arcade Fire - Here Comes the Night Time II,54,JBreidfjord
Arcade Fire - Neighborhood #2 (Laïka),54,JBreidfjord
Arcade Fire - Neighborhood #3 (Power Out),54,JBreidfjord
Arcade Fire - Normal Person,54,JBreidfjord
Arcade Fire - Rebellion (Lies),54,JBreidfjord
Arctic Monkeys - Balaclava,54,JBreidfjord
Arctic Monkeys - From the Ritz to the Rubble,54,JBreidfjord
Arctic Monkeys - Still Take You Home,54,JBreidfjord
Arctic Monkeys - Teddy Picker,54,JBreidfjord
Arctic Monkeys - The Hellcat Spangled Shalalala,54,JBreidfjord
Billy Joel - Leningrad,54,JBreidfjord
Blue Öyster Cult - Sole Survivor,54,JBreidfjord
Bring Me the Horizon - Doomed,54,JBreidfjord
Catfish and the Bottlemen - Fallout,54,JBreidfjord
Catfish and the Bottlemen - Homesick,54,JBreidfjord
"King Gizzard & The Lizard Wizard - Cranes, Planes, Migraines",54,JBreidfjord
Love - The Daily Planet,54,JBreidfjord
Queen - Death on Two Legs (Dedicated to...),54,JBreidfjord
Queen - Princes of the Universe,54,JBreidfjord
Queen - Seaside Rendezvous,54,JBreidfjord
"Royal Blood - Hook, Line & Sinker",54,JBreidfjord
twenty one pilots - Heavydirtysoul,54,JBreidfjord
twenty one pilots - Message Man,54,JBreidfjord
twenty one pilots - Truce,54,JBreidfjord
ABBA - Our Last Summer,53,JBreidfjord
Arcade Fire - The Suburbs,53,JBreidfjord
Arctic Monkeys - 505,53,JBreidfjord
Arctic Monkeys - Brick by Brick,53,JBreidfjord
Arctic Monkeys - Don't Sit Down 'Cause I've Moved Your Chair,53,JBreidfjord
Arctic Monkeys - Potion Approaching,53,JBreidfjord
Black Sabbath - Hand of Doom,53,JBreidfjord
Caravan - Winter Wine,53,JBreidfjord
Carly Rae Jepsen - For Sure,53,JBreidfjord
Catfish and the Bottlemen - 26,53,JBreidfjord
Greta Van Fleet - A Change Is Gonna Come,53,JBreidfjord
King Gizzard & The Lizard Wizard - Alter Me I,53,JBreidfjord
King Gizzard & The Lizard Wizard - Alter Me II,53,JBreidfjord
King Gizzard & The Lizard Wizard - Alter Me III,53,JBreidfjord
King Gizzard & The Lizard Wizard - I’m Sleepin’ In,53,JBreidfjord
King Gizzard & The Lizard Wizard - Paper Mâché Dream Balloon,53,JBreidfjord
King Gizzard & The Lizard Wizard - The Bitter Boogie,53,JBreidfjord
Led Zeppelin - When the Levee Breaks,53,JBreidfjord
Love - Andmoreagain,53,JBreidfjord
Mayday Parade - 12 Through 15,53,JBreidfjord
Queen - If You Can't Beat Them,53,JBreidfjord
Queen - Lazing on a Sunday Afternoon,53,JBreidfjord
Queen - Stone Cold Crazy,53,JBreidfjord
Queen - You're My Best Friend - Remastered 2011,53,JBreidfjord
Royal Blood - Sleep,53,JBreidfjord
The Beach Boys - God Only Knows - Remastered,53,JBreidfjord
The Beatles - Paperback Writer - Remastered 2015,53,JBreidfjord
Tom Petty and The Heartbreakers - You Got Lucky,53,JBreidfjord
Arcade Fire - Awful Sound (Oh Eurydice),52,JBreidfjord
Arcade Fire - It’s Never Over (Hey Orpheus),52,JBreidfjord
Arcade Fire - Une année sans lumière,52,JBreidfjord
Arctic Monkeys - Do Me a Favour,52,JBreidfjord
Arctic Monkeys - Fluorescent Adolescent,52,JBreidfjord
Arctic Monkeys - Mad Sounds,52,JBreidfjord
Arctic Monkeys - You Probably Couldn't See for the Lights but You Were Staring Straight at Me,52,JBreidfjord
Catfish and the Bottlemen - Cocoon,52,JBreidfjord
King Gizzard & The Lizard Wizard - Hot Wax,52,JBreidfjord
King Gizzard & The Lizard Wizard - I'm In Your Mind Fuzz,52,JBreidfjord
King Gizzard & The Lizard Wizard - Inner Cell,52,JBreidfjord
King Gizzard & The Lizard Wizard - The Balrog,52,JBreidfjord
Led Zeppelin - Celebration Day,52,JBreidfjord
Led Zeppelin - Going to California,52,JBreidfjord
Led Zeppelin - Heartbreaker - 1990 Remaster,52,JBreidfjord
Led Zeppelin - Ramble On - 1990 Remaster,52,JBreidfjord
Love - Maybe the People Would Be the Times or Between Clark and Hilldale,52,JBreidfjord
Love - The Red Telephone,52,JBreidfjord
Mayday Parade - Stay,52,JBreidfjord
Royal Blood - Careless,52,JBreidfjord
Royal Blood - Don't Tell,52,JBreidfjord
"Simon & Garfunkel - For Emily, Whenever I May Find Her",52,JBreidfjord
The Beach Boys - Good Vibrations - Remastered,52,JBreidfjord
The Cars - Good Times Roll,52,JBreidfjord
The Mamas & the Papas - Dedicated To The One I Love,52,JBreidfjord
The Smiths - I Don't Owe You Anything - 2011 Remaster,52,JBreidfjord
twenty one pilots - Doubt,52,JBreidfjord
Twenty One Pilots - Ride,52,JBreidfjord
ABBA - The Winner Takes It All,51,JBreidfjord
Arcade Fire - Afterlife,51,JBreidfjord
Arcade Fire - We Exist,51,JBreidfjord
Arctic Monkeys - Black Treacle,51,JBreidfjord
Arctic Monkeys - Fake Tales of San Francisco,51,JBreidfjord
Arctic Monkeys - Suck It and See,51,JBreidfjord
Blue Öyster Cult - Veteran of the Psychic Wars,51,JBreidfjord
Carly Rae Jepsen - Right Words Wrong Time,51,JBreidfjord
Hozier - Take Me to Church,51,JBreidfjord
King Gizzard & The Lizard Wizard - Hot Water,51,JBreidfjord
King Gizzard & The Lizard Wizard - Life / Death,51,JBreidfjord
King Gizzard & The Lizard Wizard - Searching...,51,JBreidfjord
Led Zeppelin - Babe I'm Gonna Leave You,51,JBreidfjord
Love - Alone Again Or,51,JBreidfjord
Mayday Parade - All On Me,51,JBreidfjord
The Beatles - Don't Pass Me By - Remastered,51,JBreidfjord
The Mamas & the Papas - Go Where You Wanna Go,51,JBreidfjord
ABBA - S.O.S.,50,JBreidfjord
Arctic Monkeys - Old Yellow Bricks,50,JBreidfjord
Arctic Monkeys - Perhaps Vampires Is a Bit Strong But…,50,JBreidfjord
Blue Öyster Cult - Lonely Teardrops,50,JBreidfjord
Caravan - In the Land of Grey and Pink,50,JBreidfjord
Carly Rae Jepsen - Roses,50,JBreidfjord
King Gizzard & The Lizard Wizard - Horology,50,JBreidfjord
King Gizzard & The Lizard Wizard - The Reticent Raconteur,50,JBreidfjord
King Gizzard & The Lizard Wizard - Time = Fate,50,JBreidfjord
Love - The Good Humor Man He Sees Everything Like This,50,JBreidfjord
Mayday Parade - Jamie All Over,50,JBreidfjord
Mayday Parade - Let's Be Honest,50,JBreidfjord
Queen - Play the Game,50,JBreidfjord
Supertramp - Bloody Well Right,50,JBreidfjord
The 1975 - Robbers,50,JBreidfjord
The Beatles - Dear Prudence - Remastered,50,JBreidfjord
The Smiths - Reel Around the Fountain - 2011 Remaster,50,JBreidfjord
The Smiths - Still Ill - 2011 Remaster,50,JBreidfjord
Tom Petty and The Heartbreakers - Here Comes My Girl,50,JBreidfjord
Tom Petty and The Heartbreakers - Learning to Fly,50,JBreidfjord
Twenty One Pilots - Stressed Out,50,JBreidfjord
ABBA - Angel Eyes,49,JBreidfjord
ABBA - Kisses of Fire,49,JBreidfjord
"ABBA - My Love, My Life",49,JBreidfjord
Arctic Monkeys - A Certain Romance,49,JBreidfjord
Arctic Monkeys - Do I Wanna Know?,49,JBreidfjord
Arctic Monkeys - She's Thunderstorms,49,JBreidfjord
Black Sabbath - Electric Funeral - Remastered Version,49,JBreidfjord
Black Sabbath - Jack The Stripper/Fairies Wear Boots - Remastered Version,49,JBreidfjord
Carly Rae Jepsen - Body Language,49,JBreidfjord
Carly Rae Jepsen - LA Hallucinations,49,JBreidfjord
Foo Fighters - Statues,49,JBreidfjord
Greta Van Fleet - Meet On The Ledge,49,JBreidfjord
King Gizzard & The Lizard Wizard - A New World,49,JBreidfjord
King Gizzard & The Lizard Wizard - It's Got Old,49,JBreidfjord
King Gizzard & The Lizard Wizard - Sketches of Brunswick East I,49,JBreidfjord
King Gizzard & The Lizard Wizard - Tetrachromacy,49,JBreidfjord
LCD Soundsystem - i used to,49,JBreidfjord
Led Zeppelin - Communication Breakdown - 1990 Remaster,49,JBreidfjord
Led Zeppelin - The Lemon Song - 1993 Remaster,49,JBreidfjord
Love - Live and Let Live,49,JBreidfjord
Return to Forever - Medieval Overture,49,JBreidfjord
Rush - 2112,49,JBreidfjord
The Beach Boys - I Just Wasn't Made For These Times - Remastered,49,JBreidfjord
The Smiths - What Difference Does It Make? - 2011 Remaster,49,JBreidfjord
Tom Petty and The Heartbreakers - Listen To Her Heart,49,JBreidfjord
twenty one pilots - Polarize,49,JBreidfjord
Yes - Everydays,49,JBreidfjord
ABBA - Dancing Queen,48,JBreidfjord
ABBA - The Name of the Game,48,JBreidfjord
ABBA - Under Attack,48,JBreidfjord
ABBA - When All Is Said and Done,48,JBreidfjord
Arctic Monkeys - Dance Little Liar,48,JBreidfjord
Arctic Monkeys - Dangerous Animals,48,JBreidfjord
Arctic Monkeys - Knee Socks,48,JBreidfjord
Arctic Monkeys - The Bad Thing,48,JBreidfjord
Billy Joel - Zanzibar,48,JBreidfjord
Black Sabbath - Jack the Stripper/Fairies Wear Boots,48,JBreidfjord
Blue Öyster Cult - Heavy Metal: The Black and Silver,48,JBreidfjord
Catfish and the Bottlemen - Kathleen,48,JBreidfjord
Catfish and the Bottlemen - Rango,48,JBreidfjord
Greta Van Fleet - Black Smoke Rising,48,JBreidfjord
Greta Van Fleet - Talk On The Street,48,JBreidfjord
King Gizzard & The Lizard Wizard - Cold Cadaver,48,JBreidfjord
King Gizzard & The Lizard Wizard - Her And I (Slow Jam 2),48,JBreidfjord
King Gizzard & The Lizard Wizard - I'm Not In Your Mind,48,JBreidfjord
King Gizzard & The Lizard Wizard - N.G.R.I. (Bloodstain),48,JBreidfjord
King Gizzard & The Lizard Wizard - Slow Jam 1,48,JBreidfjord
King Gizzard & The Lizard Wizard - The Fourth Colour,48,JBreidfjord
LCD Soundsystem - change yr mind,48,JBreidfjord
Led Zeppelin - Immigrant Song,48,JBreidfjord
Queen - Sheer Heart Attack,48,JBreidfjord
Supertramp - Asylum,48,JBreidfjord
Supertramp - Dreamer - Remastered,48,JBreidfjord
The 1975 - Paris,48,JBreidfjord
The Beatles - Helter Skelter - remastered,48,JBreidfjord
The Beatles - Savoy Truffle - Remastered,48,JBreidfjord
The Cars - You Might Think,48,JBreidfjord
twenty one pilots - Guns for Hands,48,JBreidfjord
Yes - Make it Easy,48,JBreidfjord
ABBA - Head Over Heels,47,JBreidfjord
ABBA - I Wonder (Departure),47,JBreidfjord
Arctic Monkeys - D Is for Dangerous,47,JBreidfjord
Arctic Monkeys - Dancing Shoes,47,JBreidfjord
Arctic Monkeys - I Bet You Look Good on the Dancefloor,47,JBreidfjord
Arctic Monkeys - Pretty Visitors,47,JBreidfjord
Billy Joel - Everybody Has a Dream,47,JBreidfjord
Broken Bells - After the Disco,47,JBreidfjord
Caravan - Love To Love You (And Tonight Pigs Will Fly),47,JBreidfjord
King Gizzard & The Lizard Wizard - All Is Known,47,JBreidfjord
King Gizzard & The Lizard Wizard - Sleepwalker,47,JBreidfjord
King Gizzard & The Lizard Wizard - The Castle in the Air,47,JBreidfjord
Mayday Parade - When You See My Friends,47,JBreidfjord
Queen - I'm In Love With My Car - Remastered 2011,47,JBreidfjord
Steely Dan - Fire In The Hole,47,JBreidfjord
Supertramp - Crime of the Century,47,JBreidfjord
Supertramp - If Everyone Was Listening,47,JBreidfjord
The 1975 - Heart Out,47,JBreidfjord
The Beach Boys - I Know There's An Answer - Remastered,47,JBreidfjord
The Beatles - Everybody's Got Something To Hide Except Me And My Monkey - Remastered,47,JBreidfjord
The Zombies - Beechwood Park - Mono Version,47,JBreidfjord
twenty one pilots - Holding on to You,47,JBreidfjord
twenty one pilots - House of Gold,47,JBreidfjord
Yes - Close to the Edge,47,JBreidfjord
Yes - To Be Over - Remastered,47,JBreidfjord
"ABBA - Andante, Andante",46,JBreidfjord
Alex Cameron - Candy May,46,JBreidfjord
Arcade Fire - Crown of Love,46,JBreidfjord
Arctic Monkeys - No. 1 Party Anthem,46,JBreidfjord
Arctic Monkeys - Riot Van,46,JBreidfjord
Arctic Monkeys - Secret Door,46,JBreidfjord
Black Sabbath - Rat Salad,46,JBreidfjord
Blue Öyster Cult - Mirrors,46,JBreidfjord
Blue Öyster Cult - The Vigil,46,JBreidfjord
Blue Öyster Cult - You're Not the One (I Was Looking For),46,JBreidfjord
Carly Rae Jepsen - The One,46,JBreidfjord
David Bowie - Changes - 2015 Remastered Version,46,JBreidfjord
King Gizzard & The Lizard Wizard - Am I In Heaven?,46,JBreidfjord
King Gizzard & The Lizard Wizard - Danger $$$,46,JBreidfjord
King Gizzard & The Lizard Wizard - Real’s Not Real,46,JBreidfjord
King Gizzard & The Lizard Wizard - The Book,46,JBreidfjord
King Gizzard & The Lizard Wizard - The Great Chain Of Being,46,JBreidfjord
King Gizzard & The Lizard Wizard - The River,46,JBreidfjord
LCD Soundsystem - call the police,46,JBreidfjord
Led Zeppelin - Thank You - 1990 Remaster,46,JBreidfjord
Mayday Parade - Kids in Love,46,JBreidfjord
Paul McCartney - Say Say Say,46,JBreidfjord
Queen - Death On Two Legs (Dedicated To...) - Remastered 2011,46,JBreidfjord
Queen - Liar - Remastered 2011,46,JBreidfjord
Queen - Tie Your Mother Down - Remastered 2011,46,JBreidfjord
Simon & Garfunkel - The Dangling Conversation,46,JBreidfjord
The 1975 - Settle Down,46,JBreidfjord
The Beach Boys - Sloop John B - Remastered,46,JBreidfjord
The Beach Boys - You Still Believe In Me - Remastered,46,JBreidfjord
The Beatles - From Me To You - Mono / Remastered,46,JBreidfjord
Tom Petty - Free Fallin',46,JBreidfjord
Vampire Weekend - Diane Young,46,JBreidfjord
ABBA - Super Trouper,45,JBreidfjord
Alex Cameron - True Lies,45,JBreidfjord
Arcade Fire - In the Backseat,45,JBreidfjord
Arctic Monkeys - Brianstorm,45,JBreidfjord
Arctic Monkeys - My Propeller,45,JBreidfjord
Arctic Monkeys - Piledriver Waltz,45,JBreidfjord
Arctic Monkeys - Snap Out of It,45,JBreidfjord
Arctic Monkeys - This House Is a Circus,45,JBreidfjord
Arctic Monkeys - Why'd You Only Call Me When You're High?,45,JBreidfjord
Caravan - Golf Girl,45,JBreidfjord
Catfish and the Bottlemen - Tyrants,45,JBreidfjord
King Gizzard & The Lizard Wizard - Dirt,45,JBreidfjord
King Gizzard & The Lizard Wizard - God Is Calling Me Back Home,45,JBreidfjord
King Gizzard & The Lizard Wizard - Let Me Mend The Past,45,JBreidfjord
King Gizzard & The Lizard Wizard - Most of What I Like,45,JBreidfjord
King Gizzard & The Lizard Wizard - Vomit Coffin,45,JBreidfjord
LCD Soundsystem - american dream,45,JBreidfjord
LCD Soundsystem - other voices,45,JBreidfjord
